"Beitrag/Seite","URL","Inhaltstyp","Aufrufe","Anteil"
"
							IT-Mitarbeiter (m/w/d), Vollzeit, Einstufung bis E13 TV-L möglich, Kennziffer 2019-5						","/stellenangebote/44382","Stellenangebot","6","0,00 %"
"
							Bibliothekar/Bibliothekarin bzw. Archivar/Archivarin (m/w/d), E 9b TV-L, Teilzeit 50% der tariflichen Arbeitszeit, unbefristet, Kennziffer N1160						","/stellenangebote/44450","Stellenangebot","6","0,00 %"
"
							Bibliothekar/in für die Zentralbibliothek, EDV-Administration, befristet (Elternzeit), Vollzeit, E 10 TVöD, Stellenangebots-ID 517134						","/stellenangebote/44458","Stellenangebot","6","0,00 %"
"
							Bearbeiterin/Bearbeiter Medien (m/w/d) (Bibliothek/Dokumentation/Bildarchiv/Online-Redaktion, 75%, unbefristet, E 11 TV-L						","/stellenangebote/44486","Stellenangebot","6","0,00 %"
"
							Fachangestellte/r für Medien- und Informationsdienstleistungen, Fachrichtung Bibliothek, Vollzeit, E 6, befristet						","/stellenangebote/44579","Stellenangebot","6","0,00 %"
"
							Bibliothekar (m/w/d) / Stellv. Leitung Kreis- und Stadtbücherei (Diplom/Bachelor/Master), E 9c TVöD, (zunächst) befristet (2 Jahre) in Vollzeit						","/stellenangebote/44583","Stellenangebot","6","0,00 %"
"
							Mitarbeiter (m/w/d) in der Hochschulbibliothek in Vollzeit; Kennziffer: 2019/M/Brl/03/001;						","/stellenangebote/44599","Stellenangebot","6","0,00 %"
"
							Systembibliothekar/in (m/w/d), E 12 TV-L, befristet bis 31.10.2022						","/stellenangebote/44618","Stellenangebot","6","0,00 %"
"
							Projektleiter/in (m/w/d), E 13 TV-L, befristet bis 31.10.2022						","/stellenangebote/44620","Stellenangebot","6","0,00 %"
"
							Ausbildungsplatz zum/zur Fachangestellten für Medien- und Informationsdienste – Fachrichtung Bibliothek (m/w/d), Bezahlung nach TVAöD						","/stellenangebote/44624","Stellenangebot","6","0,00 %"
"
							Projektstelle Hochschulbibliographie (Federführung bei UB), TV-L E10, Vollzeit, zunächst befristet auf 4 Jahre						","/stellenangebote/44648","Stellenangebot","6","0,00 %"
"
							Softwareentwickler*in (m/w/d) für das Open Educational Resources (OER) Portal Niedersachsen, E 12 oder 13 TV-L; zunächst bis zum 31.07.2023 befristet; in Vollzeit (39,80 Wochenstunden)						","/stellenangebote/44658","Stellenangebot","6","0,00 %"
"
							Bibliothekar (w/m/d) für das Team „Wissenschaftliches Publizieren“, befristet für 2 Jahre mit Perspektive auf unbefristete Vollzeitbeschäftigung, nach TVöD						","/stellenangebote/44681","Stellenangebot","6","0,00 %"
"
							mehrere Mitarbeiter/innen (w/m/d) in den Bereichen Forschungsdatenmanagement, Forschungsinformation, Forschungsprojektunterstützung, bis E 11/E 13 TV-L, befristet in Vollzeit, Kennziffer: T44/2019						","/stellenangebote/44689","Stellenangebot","6","0,00 %"
"
							Bibliothekarin / Bibliothekar (m/w/d), unbefristet in Vollzeit, A 10 bzw. E 9						","/stellenangebote/44693","Stellenangebot","6","0,00 %"
"
							Dokumentar/-in Sammlungen, Teilzeit 70%, per 1. Januar 2020 oder nach Vereinbarung						","/stellenangebote/44725","Stellenangebot","6","0,00 %"
"
							Sachbearbeiter (m/w/d) im Vertrieb Medien, Teilzeit, zunächst befristet für ein Jahr						","/stellenangebote/44735","Stellenangebot","6","0,00 %"
"
							Customer Support Analyst (m/w/d), unbefristet, Vollzeit						","/stellenangebote/44739","Stellenangebot","6","0,00 %"
"
							Bibliotheksassistent/in bzw. FaMI, Teilzeit, befristet, Kennziffer 2012 E-A 44 (15.19) KG						","/stellenangebote/44747","Stellenangebot","6","0,00 %"
"
							Gruppenleitung Knowledge- und Informationsmanagement, unbefristet, 80-100%						","/stellenangebote/44751","Stellenangebot","6","0,00 %"
"
							Leiter/in Team Bibliothekarische Dienste, unbefristet, 60-100%						","/stellenangebote/44755","Stellenangebot","6","0,00 %"
"
							Bibliothekarin / Bibliothekar (m/w/d), EG 10 TVöD, unbefristet, Vollzeit						","/stellenangebote/44799","Stellenangebot","6","0,00 %"
"
							Leiter_in der Fahrbibliothek, E 10 TVöD, unbefristet in Vollzeit (oder 2 Teilzeitkräfte), Kennziffer E2207						","/stellenangebote/44849","Stellenangebot","6","0,00 %"
"
							Bestandsmanager*in (m/w/d), E 9 TV-L, befristet auf 2 Jahre in Vollzeit, 41/2019						","/stellenangebote/44851","Stellenangebot","6","0,00 %"
"
							Fachangestellte/r (m/w/d) für Medien-und Informationsdienste –FR Bibliothek (40 Stunden pro Woche)						","/stellenangebote/44879","Stellenangebot","6","0,00 %"
"
							Mitarbeiter/-in im Universitätsverlag (w/m/d), Teilzeit 50 %, befristet für 2 Jahre, E 4, Kenn-Nr. 133/2019, geeignet als studienbegleitende Beschäftigung für Studierende						","/stellenangebote/44883","Stellenangebot","6","0,00 %"
"
							Auszubildende/r (w/m/d) für den Beruf Fachangestellte/r für Medien- und Informationsdienste (Fachrichtung Bibliothek)						","/stellenangebote/44887","Stellenangebot","6","0,00 %"
"
							Mitarbeiter/in (m/w/d) im Bereich Anwendungsbetreuung, TV-L E 9 – E 11, in Vollzeit, 24 Monate befristet, Kennziffer 02 19 07						","/stellenangebote/44900","Stellenangebot","6","0,00 %"
"
							Fachangestellte/r für Medien- und Informationsdienste, Fachrichtung Bibliothek / BblAsst (m/w/d), EG 6 TVöD bzw. BBGes A6/8, unbefristet in Vollzeit, Kennziffer/Referenzcode: B750224NA-2019-00006875-E						","/stellenangebote/44906","Stellenangebot","6","0,00 %"
"
							Bibliothekar/in Bw – Leiter/in FISt (m/w/d) (m/w/d), BesGr A9/11 bzw. E9b TVöD, unbefristet in Vollzeit, Kennziffer/Referenzcode: B750234WA-2019-00006871-E						","/stellenangebote/44912","Stellenangebot","6","0,00 %"
"
							Informationsmanager*in (m/w/d), E 9b TV-L, auf 2 Jahre befristet in Vollzeit (39,80 WSt); Kennziffer 48/2019						","/stellenangebote/44958","Stellenangebot","6","0,00 %"
"
							Teamleitung (m/w/d) für das Sachgebiet „Angebote für Kinder und Jugendliche“, unbefristete Vollzeitstelle, E 10 TVöD						","/stellenangebote/44962","Stellenangebot","6","0,00 %"
"
							unbefristete Vollzeitstelle im Bereich der Geschäftsstelle und der Ergänzungsbücherei (m/w/d), E 6 TVL, 2019-U13						","/stellenangebote/44964","Stellenangebot","6","0,00 %"
"
							Studentische Hilfskraft – Fachbereich Wissensmanagement						","/stellenangebote/44968","Stellenangebot","6","0,00 %"
"
							Referent für Presse- und Öffentlichkeitsarbeit und Online-Redakteur (m/w/d), TV-L E 13, Vollzeit, befristet bis zum 28.02.2023, Kennziffer 19-46						","/stellenangebote/44972","Stellenangebot","6","0,00 %"
"
							Bibliothekar/in (w/m/d), TVöD E 9b, unbefristet, Teilzeit 19,5 Wochenarbeitsstunden, Kennziffer 132.21/Ge (Berufsanfänger werden ausdrücklich aufgefordert, sich zu bewerben)						","/stellenangebote/45028","Stellenangebot","6","0,00 %"
"
							Kaufmännischer Leiter und Stellvertretender Generaldirektor (m/w/d), unbefristet und in Vollzeit, A 16						","/stellenangebote/45047","Stellenangebot","6","0,00 %"
"
							Ausbildungsstelle zur/zum Fachangestellten für Medien- und Informationsdienste, Fachrichtung Bibliothek (m/w/d)						","/stellenangebote/45049","Stellenangebot","6","0,00 %"
"
							Teamleiter/in Benutzungsdienstleistungen (m/w/d), unbefristet, Vollzeit, E 10 TV-L						","/stellenangebote/45061","Stellenangebot","6","0,00 %"
"
							Fachreferent (m/w/d) für Betriebswirtschaftslehre und Volkswirtschaftslehre, A13/ TV-L E13, unbefristet in Vollzeit ab 01.01.2020						","/stellenangebote/45075","Stellenangebot","6","0,00 %"
"
							Mitarbeiter*in im Weiterbildungsmanagement, EG 8 TV-L, unbefristet in Vollzeit, Kennziffer 0302F/19						","/stellenangebote/45117","Stellenangebot","6","0,00 %"
"
							Fachangestellter für Medien- u. Informationsdienste (m/w/d) – Fachrichtung Bibliothek, E 6 TVöD, unbefristet, Teilzeit (29,0 Std./Woche)						","/stellenangebote/45141","Stellenangebot","6","0,00 %"
"
							Bibliothekar/in, E 9b TV-H, befristet bis zum 31.12.2020 m. d. Möglichkeit der Verlängerung, Vollzeit						","/stellenangebote/45145","Stellenangebot","6","0,00 %"
"
							Diplom-Bibliothekar (m/w/d), Teilzeit 19,5 Std./Woche, unbefristet, Entgeltgruppe 9 bTVöD						","/stellenangebote/45158","Stellenangebot","6","0,00 %"
"
							Fachangestellte/r für Medien- und Informationsdienste, E5 TVöD, unbefristet, Teilzeit 26h						","/stellenangebote/45162","Stellenangebot","6","0,00 %"
"
							Mitarbeiter/in Digitalisierung (w/m/d), projektbefristet (voraussichtlich 12 Monate), Vollzeit						","/stellenangebote/45178","Stellenangebot","6","0,00 %"
"
							Fachangestellte/r für Medien- und Informationsdienste Fachrichtung Archiv, K 7 (KAT), Vollzeit, unbefristet, Az.: 30-3.148 – DAR Bk						","/stellenangebote/45180","Stellenangebot","6","0,00 %"
"
							hbz: „Projekt-Assistent/in (m/w/d)“ E 8 TV-L, auf vier Jahre befristet, Vollzeit (Teilzeit möglich), Kennwort „CASS“						","/stellenangebote/45182","Stellenangebot","6","0,00 %"
"
							IT-technisch orientierte*r Mitarbeiter*in mit Programmierkenntnissen und Interesse für die Bibliothekslandschaft in Teil- oder Vollzeit, zur Festeinstellung						","/stellenangebote/45194","Stellenangebot","6","0,00 %"
"
							Bibliothekar*in, Fachangestellte*r für Medien- u. Informationsdienste (m/w/d) unbefristet in Vollzeit für Mitarbeit im Key-Account-Management deutschlandweit						","/stellenangebote/45202","Stellenangebot","6","0,00 %"
"
							Fachreferent/-in (m/w/d), Vollzeit, E 13 TV-L, zunächst befristet auf 2 Jahre, Referenznummer 19D45						","/stellenangebote/45216","Stellenangebot","6","0,00 %"
"
							Bibliothekarin / Bibliothekar (m/w/d), unbefristet in Vollzeit, E9 TV-L mit der Möglichkeit der Verbeamtung						","/stellenangebote/45220","Stellenangebot","6","0,00 %"
"
							Diplombibliothekar/in (m/w/d), E 9b TVöD, zunächst befristet bis zum 16. August 2021, Kenn-Nr. 10.21/196/2019						","/stellenangebote/45279","Stellenangebot","6","0,00 %"
"
							Knowledge and information officer / Documentaliste juridique						","/stellenangebote/45283","Stellenangebot","6","0,00 %"
"
							Fachangestellte(r) für Medien- und Informationsdienste, befristet bis 31.08.2020, EG 5 TVöD						","/stellenangebote/45296","Stellenangebot","6","0,00 %"
"
							Sachgebietsleiter_in (w/m/d) im Bereich Schulbibliotheken, E 12 TVöD, Teilzeit 50%, befristet bis 13.05.2022; Kennziffer Z13520/0186/0054						","/stellenangebote/45306","Stellenangebot","6","0,00 %"
"
							Leiterin und Leiter der Stadtteilbibliotheken (w/m/d), A15 / E15 TVöD, unbefristet in Voll- oder Teilzeit, VerfahrensNr. 10637						","/stellenangebote/45328","Stellenangebot","6","0,00 %"
"
							Fachreferent_in für Romanistik und Kunstgeschichte sowie Digital Humanities (w/m/d), Entgeltgruppe 13 TV-L, Vollzeit, befristet						","/stellenangebote/45395","Stellenangebot","6","0,00 %"
"
							Leitung Zentrale Einarbeitung  (m/w/d), Vollzeit, unbefristet, A11/ E09 TV-L, Neubewertung angestrebt						","/stellenangebote/45405","Stellenangebot","6","0,00 %"
"
							Fachangestellte*r für Medien-u. Informationsdienste Fachrichtung Bibliothek oder vergleichbare Ausbildung (m/w/d), EG 9a TVöD, unbefristet, Vollzeit						","/stellenangebote/45422","Stellenangebot","6","0,00 %"
"
							Leitung für die Stadtbibliothek, E 10 TVöD, unbefristet in Vollzeit						","/stellenangebote/45424","Stellenangebot","6","0,00 %"
"
							Zentrale_r Koordinator_in Erwachsenenarbeit (m/w/d), Vollzeit, unbefristet, A10/ E09 TV-L, Neubewertung angestrebt						","/stellenangebote/45430","Stellenangebot","6","0,00 %"
"
							Leitung der Universitätsbibliothek (w/m/d), Vollzeit, unbefristet, A 16 LBesO bzw. einem vergleichbaren Entgelt						","/stellenangebote/45444","Stellenangebot","6","0,00 %"
"
							Informationsmanager*in für Lizenzen (m/w/d), E 9 TV-L, unbefristet in Teilzeit (19,9 Wochenstunden), befristete Aufstockung auf Vollzeit (39,8 Wochenstunden) möglich, 54/2019						","/stellenangebote/45503","Stellenangebot","6","0,00 %"
"
							Mitarbeiter*in für die Aufgabenschwerpunkte Medienerwerbung und Ausleihverwaltung (E 6 TVöD; 19,5 Wochenstunden), unbefristet, Stellenausschreibung 44/2019						","/stellenangebote/45505","Stellenangebot","6","0,00 %"
"
							Bibliothekar/in (m/w/d), TV-L E9, zunächst befristet 24 Monate, Vollzeit, Kennziffer 2019_24						","/stellenangebote/45519","Stellenangebot","6","0,00 %"
"
							Bibliothekar*in, E 9b TV-L, unbefristet in Vollzeit, Kennziffer 206/19/3.43						","/stellenangebote/45574","Stellenangebot","6","0,00 %"
"
							Zwei Fachangestellte für Medien und Informationsdienste, Fachrichtung Bibliothek, E 6 TVöD, unbefristet in Vollzeit						","/stellenangebote/45580","Stellenangebot","6","0,00 %"
"
							Referent im Archivdienst (w/m/d) in Stuttgart, E 13 TV-L, befristet in TZ (30%) als Elternzeitvertretung, Interamt ID: 551832						","/stellenangebote/45582","Stellenangebot","6","0,00 %"
"
							Fachangestellte/r (m/w/d) für Medien- und Informationsdienste, Mitarbeit im Bereich Lesesäle (E6, befr. bis 31.12.2020)						","/stellenangebote/45584","Stellenangebot","6","0,00 %"
"
							Bibliothekar/-in (d) für den Bereich Öffentlichkeitsarbeit, E 9c TVöD, unbefristet in Vollzeit						","/stellenangebote/45588","Stellenangebot","6","0,00 %"
"
							Berater*in für Medientechnik und -gestaltung (d/m/w), E 11 TV-L, befristet für 2 Jahre, in Vollzeit (teilzeitgeeignet)						","/stellenangebote/45634","Stellenangebot","6","0,00 %"
"
							stellvertretende Leitung Mediathek, unbefristet in Vollzeit, Entgeltgruppe 9c TVöD						","/stellenangebote/45642","Stellenangebot","6","0,00 %"
"
							Head of the Archive, Indexing and Distribution Division, $us 83.121						","/stellenangebote/45717","Stellenangebot","6","0,00 %"
"
							(VERLÄNGERUNG DER BEWERBUNGSFRIST) Stellenausschreibung der KIT-Bibliothek: Akademische Mitarbeiterin / Akademischer Mitarbeiter (w/m/d) in der Projektkoordination und Softwareentwicklung – Teilzeit (75%), befristet auf 3 Jahre, E 13 TV-L						","/stellenangebote/45729","Stellenangebot","6","0,00 %"
"
							HR-Manager (m/w/d), TV-L E10, befristet (Elternzeit),						","/stellenangebote/45816","Stellenangebot","6","0,00 %"
"
							Bibliothekar/in, E 9 TV-L, Vollzeit (Teilzeit möglich), unbefristet,  Kennziffer 180/2019						","/stellenangebote/45854","Stellenangebot","6","0,00 %"
"
							Aushilfsbeschäftigte/r (m/w/d) Entgeltgruppe 5 TV-L, Teilzeit (10 Std.) IT-Betrieb						","/stellenangebote/45895","Stellenangebot","6","0,00 %"
"
							Kaufmann/Kauffrau für Büromanagement, Sekretärin (m/w/d), unbefristet in Vollzeit, TV-L E 6, Kennziffer 09 19 04						","/stellenangebote/45979","Stellenangebot","6","0,00 %"
"
							Bibliothekar/Bibliothekarin (m/w/d) (Bachelor oder Diplom) mit Schwerpunkt Kundenorientierung, Service/Qualitätsmanagement, E 9c TVöD, Vollzeit						","/stellenangebote/46222","Stellenangebot","6","0,00 %"
"
							FaMI oder Bibliotheksassistent (m/w/d), Entgeltgruppe 6 TVöD, befristet in Vollzeit, Kennwort T53						","/stellenangebote/46229","Stellenangebot","6","0,00 %"
"
							Leiter/in der Teilbibliothek Bremerhaven (w/m/d), unbefristet in Vollzeit, Entgeltgruppe 10 TV-L / BesGr A 10 BremBesO, Kennziffer TB						","/stellenangebote/46271","Stellenangebot","6","0,00 %"
"
							Fachangestellter für Medien- und Informationsdienste oder Bibliotheksassistent (w/m/d), E 6 KAVO, unbefristet in Vollzeit						","/stellenangebote/46275","Stellenangebot","6","0,00 %"
"
							Technische Referentin / Technischer Referent für digital unterstützte Lehre (w/m/d), E 13, befristet						","/stellenangebote/46317","Stellenangebot","6","0,00 %"
"
							Bibliotheksangestellte*r im Bereich Open-Access-Services (m/w/d), E9 TV-G-U, Kennziffer 47/2019						","/stellenangebote/46321","Stellenangebot","6","0,00 %"
"
							Medienpädoge_in (m/w/d), E 9 TV-L, unbefristet in Vollzeit, Kennziffer: 218/2019						","/stellenangebote/46356","Stellenangebot","6","0,00 %"
"
							FaMI (w/m/d), Fachrichtung Bibliothek, E 5 TVöD, unbefristet in Vollzeit, Kennziffer: 273.000.08						","/stellenangebote/46448","Stellenangebot","6","0,00 %"
"
							Projektleiter/in Reorganisation Bibliotheken (40-50%), befristet						","/stellenangebote/46465","Stellenangebot","6","0,00 %"
"
							hbz: „Softwareentwickler/in (m/w/d)“, unbefristet, Kennwort „NSWE19vx“, E 11 TV-L						","/stellenangebote/46467","Stellenangebot","6","0,00 %"
"
							Bibliotheksangestellte/n (m/w/d), befristet (6 Monate), E 3 TVöD, Teilzeit (50%),  Kennziffer 43-08/2019						","/stellenangebote/46477","Stellenangebot","6","0,00 %"
"
							Vertretung der Professur (w/m/d) für Bibliotheks-/Informationstechnologien und digitale Services (W 2), auf 2 Jahre befristet, angestellt, 40 h/Wo (18 SMS), Kennziffer 43/2019						","/stellenangebote/46544","Stellenangebot","6","0,00 %"
"
							Stellvertretende/r Bibliotheksleiter/in; E 13 TV-L, unbefristet in Vollzeit, Stellen-Nr.: „2019-8, 3 stellv. Bibliotheksleitung“, Vorgangs-Nr.: 75162						","/stellenangebote/46548","Stellenangebot","6","0,00 %"
"
							Bibliotheksangestellte / Bibliotheksangestellter (m/w/d), TV-L E9b, befristet, Vollzeit, Nummer 19.266						","/stellenangebote/46550","Stellenangebot","6","0,00 %"
"
							Mediengestalter (m/w/d) E-Commerce und UX in Teilzeit 50% (m/w/d), unbefristet						","/stellenangebote/46558","Stellenangebot","6","0,00 %"
"
							Bibliotheksbeschäftigte(r) mit Diplom (FH) oder Bachelor/Master-Abschluss in Bibliotheks- und Informationsmanagement (m/w/d) mit Schwerpunkt Altbestand, 9b TV-L, unbefristet, Teilzeit (75%)						","/stellenangebote/46604","Stellenangebot","6","0,00 %"
"
							Bibliothekar (m/w/d) Diplom bzw. Bachelor, unbefristet, Vollzeit (teilzeitfähig) E10 TV-L, Kennziffer 2019-66-BIB						","/stellenangebote/46648","Stellenangebot","6","0,00 %"
